,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2114088086,phonemes rimes vocabulary and grammatical skills as foundations of early reading development evidence from a longitudinal study,2004,"valerie muter, charles hulme, margaret j snowling, jim stevenson",developmental psychology,1,714,80,"The authors present the results of a 2-year longitudinal study of 90 British children beginning at school entry when they were 4 years 9 months old (range = 4 years 2 months to 5 years 2 months). The relationships among early phonological skills, letter knowledge, grammatical skills, and vocabulary knowledge were investigated as predictors of word recognition and reading comprehension. Word recognition skills were consistently predicted by earlier measures of letter knowledge and phoneme sensitivity (but not by vocabulary knowledge, rhyme skills, or grammatical skills). In contrast, reading comprehension was predicted by prior word recognition skills, vocabulary knowledge, and grammatical skills. The results are related to current theories about the role of phonological, grammatical, and vocabulary skills in the development of early reading skills."
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2035443931,longitudinal studies of phonological processing and reading,1994,"joseph k torgesen, richard k wagner, carol a rashotte",journal of learning disabilities,1,702,39,"O ne of the most exciting developments in research on reading over the last two decades is the emerging consensus about the importance of phonological processing abilities in the acquisition of early reading skills (Shankweiler & Liberman, 1989; Stanovich, 1988; Wagner & Torgesen, 1987). As the term is used by those who study early reading development, phonological processing refers to an individual's mental operations that make use of the phonological or sound structure of oral language when he or she is learning how to decode written language. The last 20 years of research have produced a broad variety of converging evidence that at least three kinds of phonological processing skills are positively related to individual differences in the rate at which beginning reading skills are acquired (see Adams, 1990; Brady & Shankweiler, 1991; Crowder & Wagner, 1991; and Torgesen, 1993, for recent reviews of this work). The kinds of phonological processing skills and knowledge that have been most frequently studied include phonological awareness, phonological memory, and rate of access for phonological information. Types of Reading-Related Phonological Skill"
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2175119033,reading and writing development a longitudinal study from pre school to adolescence status report,1999,"kerstin naucler, eva magnusson",NA,0,6,14,"During the last two decades there has been an increasing tendency to regard reading and writing as linguistic activities. In numerous studies, pre-school children’s linguistic and metalinguistic abilities have been related to their emerging reading and writing skills during the first school years. However, the frequency of such studies tends to decrease as the children grow older, and there are very few investigations of reading and spelling skills of adolescents."
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2127823584,the effect of linguistic phonetic and lexical factors on phonological skills and reading acquisition in spanish a longitudinal study,2010,"guardia gutierrez, paula andrea",NA,0,3,335,NA
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",105531284,a longitudinal study of early english immersion and literacy in xi an china,2010,ellen shipley knell,NA,0,1,126,"The present study investigated the efficacy of early English immersion in the Shi Da Fu Elementary School in Xi'an, China. Three hundred and fifty one students were tested in Grades 1-6. There were two main purposes that motivated this longitudinal and cross-sectional study. The first goal was to compare the Ll and L2 language and literacy performances of the immersion students to a comparable group of children who attended the same school and were taking English as a core subject. The second purpose was to investigate which variables successfully predicted L2 English word identification and reading comprehension for the combined group of students. After pretest scores were controlled, it was found that the immersion students significantly performed at a higher level than the nonimmersion students on measures of oral language proficiency, vocabulary, phonological awareness, pseudoword decoding, reading identification, and reading comprehension, but there were no significant differences on measures of alphabet recognition, morphological awareness, or written grammar. There were particularly large differences for oral language proficiency and reading comprehension, favoring the immersion students. There were no differences between the groups on Chinese literacy measures, indicating that the program was an additive bilingual system and did not subtract from Ll literacy. The results from the regression analyses showed that literacy precursor variables that help to decode English words such as phonological awareness and pseudoword decoding ability were the best predictors of both word identification and reading comprehension in the early grades. Oral language proficiency and vocabulary became increasingly important in the upper grades, particularly in relation to reading comprehension. The results of the study suggest that instructional methods that emphasize the teaching of sound-symbol correspondences and phonological awareness may be helpful for the students and should be the focus of future experimental research. These study results have the potential to contribute to the debate about the feasibility and effectiveness of early English education in China and the ways that immersion programs change and adapt to meet local educational constraints and needs."
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",785535594,longitudinal analysis of risk factors affecting reading trajectories in children diagnosed with pediatric brain tumors,2012,alyssa s ailion,NA,0,0,53,NA
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2520831803,exploring literacy development in children with specific language impairment a prospective longitudinal study,2012,ellen vandewalle,NA,0,0,80,"Early detection and treatment of dyslexia have attracted much attention in our society. Children with dyslexia experience severe reading and/or spelling problems, which have an influence on their school and career development and their daily life. On the other hand, until now specific language impairment (SLI) is less known by teachers and parents. However, the prevalence of SLI is similar to dyslexia (around 7%). Children with SLI have persistent oral language problems that may be present in different language domains, such as deficits with semantics, morphosyntax, phonology and pragmatics. These children are at high risk to develop dyslexia later on. The overlap between both disorders seems higher than expected, but the amount of the overlap and the causes remain unclear. In daily practice, speech-language therapists have the experience that a number of children with SLI develop dyslexia, but surprisingly also a number of children with SLI do not have problems with word reading and spelling skills. In typically developing children, a number of good predictors for dyslexia have been demonstrated. However, it is unknown whether the same predictors are apparent in children with SLI. It is hard to predict which individual child with SLI is at high risk of developing literacy problems. The purpose of the present dissertation was to analyze the development of different skills important for literacy development in order to find good predictors for literacy delay in children with SLI. Therefore, a longitudinal study was performed in which children with SLI and children of a control group were followed from the last year of kindergarten until the start of grade 3. A whole range of tests was administered yearly measuring phonological, other oral language and literacy skills. Moreover, temporal auditory processing and speech perception were measured once in grade 1. For all these skills, a group of children with SLI and literacy delay was compared to a group of children with SLI and normal literacy and to a control group. These group comparisons revealed that both SLI groups had lower scores compared to the control group for phonological awareness and verbal short-term memory: in the SLI group with literacy delay these lower scores remained until grade 3, while in the SLI group with normal literacy the scores were only persistently lower for more demanding phonological awareness and verbal short-term memory tasks. Kindergarten rapid automatized naming scores were lower"
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2596155744,phonological memory and broader language development longitudinal and etiologic relations,2010,robin leonhardt peterson,NA,0,0,93,NA
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2185736907,comparative analysis foreign countries longitudinal studies parent attitudes parent child relationship parent influence parent student relationship parents parents as teachers predictor variables primary education reading aloud to others reading skills tutors,2001,descriptors beliefs,NA,0,0,21,NA
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2733154886,phonemic knowledge and learning to read are reciprocal a longitudinal study of first grade children,1987,"charles a perfetti, isabel l beck, laura c bell, carol hughes",merrill palmer quarterly,1,636,15,"Explicit knowledge of the phonemic structure of spoken words, or phonemic awareness, has sometimes been seen as necessary for learning to read. But it is suggested that although some phonemic knowledge is important for beginning reading, the relationship between phonemic knowledge and learning to read is reciprocal. The results of a longitudinal study of first grade readers support this claim. Children were tested at four points throughout the year on tasks of syn thesis (phoneme blending) and analysis (deletion and tapping). Analyses of the tasks emphasize the differing cognitive demands of phoneme synthesis and pho neme deletion. According to the results of partial time-lag correlations, the dele tion task in particular taps a phonemic knowledge that is truly reciprocal in its re lation to reading. Gains in reading enable gains in deletion which enable further gains in reading. The synthesis task taps a more primitive phonemic knowledge that has a simple (nonreciprocal) enabling relationship to reading gains."
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",1954247845,phonological coding phonological awareness and reading ability evidence from a longitudinal and experimental study,1987,"frank r vellutino, donna m scanlon",merrill palmer quarterly,1,430,23,"Two studies are reported that provide correlational and experimental evidence for causal relationships between linguistic coding deficits and reading disability. Convergent evidence of three different types is presented as documentation that deficiencies in phonological coding and phonemic segmentation are a direct cause of deficiencies in word identification: (a) evidence from a longitudinal study demonstrating the predictive validity of phonemic segmentation ability, (b) evidence from a training study demonstrating that training in phonemic segmen tation and alphabetic mapping had a salutary effect on a task simulating word identification and code acquisition, and (c) evidence from normal and poor read ers, matched for reading ability, demonstrating comparable levels of perfor mance on a large number of tasks presumed to be highly dependent on phonol ogical coding ability. It was concluded that phonologic coding deficits constitute a major source of reading difficulty in beginning readers, although there was suggestive evidence that semantic and syntactic deficits also may cause such dif ficulty."
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2031307906,a longitudinal analysis of the connection between oral language and early reading,2002,"froma p roth, deborah l speece, david h cooper",journal of educational research,1,276,59,"To clarify the relationship between oral language and early reading development, the authors administered to 39 children a broad range of oral language measures in 3 areas (metalinguistics, structural language, and narrative discourse); measures of background variables (IQ, socioeconomic status, ethnicity, gender, family literacy); and measures of reading ability (word recognition, pseudoword reading, passage comprehension) in kindergarten and in 1st and 2nd grades. The authors used regression analyses to identify parsimonious models that explained variance in early reading. The main finding of the study was that semantic abilities (i.e., oral definitions and word retrieval), not phonological awareness, predicted 2nd-grade reading comprehension. As expected, phonological awareness skill in kindergarten predicted single-word reading at 1st and 2nd grades. The finding that semantic skills predicted passage comprehension suggests that the importance of different oral language skills to early reading..."
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2156455497,young adult academic outcomes in a longitudinal sample of early identified language impaired and control children,2002,"arlene young, joseph h beitchman, carla j johnson, lori douglas, leslie atkinson, michael escobar, beth wilson",journal of child psychology and psychiatry,1,221,64,"Background: The long-term academic consequences of childhood language impairment are both theoretically and clinically important. An unbiased appraisal of these outcomes, however, requires carefully designed, longitudinal research. Method: A group of children first identified as having speech and/or language impairment in a community-based, longitudinal study at 5 years of age and matched controls were re-examined during young adulthood (age 19). A comprehensive battery of speech and language, cognitive and achievement tests, psychiatric interviews, and questionnaires were completed by subjects, their parents and teachers. Results: While children with early speech problems showed only a few academic differences from controls in young adulthood, early language impaired (LI) young adults lagged significantly behind controls in all areas of academic achievement, even after controlling for intelligence. Further, rates of learning disabilities (LD) were significantly higher in the LI group than both the controls and community base rates. Concurrent individual difference variables, including phonological awareness, naming speed for digits, non-verbal IQ, verbal working memory, and executive function, all contributed unique variance to achievement in specific areas. Conclusion: Early LI rather than speech impairment is clearly associated with continued academic difficulties into adulthood. These results speak to the need for intensive, early intervention for LI youngsters. Keywords: Adulthood, educational attainment, language disorder, learning difficulties, longitudinal studies, outcome."
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2028024439,preschool home literacy practices and children s literacy development a longitudinal analysis,2008,"michelle heather hood, elizabeth gwendolyne conlon, glenda andrews",journal of educational psychology,1,207,54,"In this 3-year longitudinal study, the authors tested and extended M. Senechal and J. Le Fevre's (2002) model of the relationships between preschool home literacy practices and children's literacy and language development. Parent-child reading (Home Literacy Environment Questionnaire plus a children's Title Recognition Test) and parental teaching of letters, words, and name writing were assessed 6 months prior to children's school entry. The 143 children (55% male participants; mean age = 5.36 years, SD = 0.29) attended Gold Coast, Australia government preschools. Parent-child reading and literacy teaching were only weakly correlated (r = .18) and were related to different outcomes consistent with the original model. Age, gender, memory, and nonverbal ability were controlled. Parental teaching was independently related to R. W. Woodcock's (1997) preschool Letter-Word Identification scores (R²change = 4.58%, p = .008). This relationship then mediated the relationships between parental teaching and Grades 1 and 2 letter-word identification, single-word reading and spelling rates, and phonological awareness (rhyme detection and phonological deletion). Parent-child reading was independently related to Grade 1 vocabulary (R²change = 5.6%, p = .005). Thus, both home practices are relevant but to different aspects of literacy and language development."
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2169806835,specific language impairment as a maturational lag evidence from longitudinal data on language and motor development,2008,"dorothy v m bishop, a edmundson",developmental medicine & child neurology,1,184,16,"SUMMARY

Longitudinal language-test data on 87 language-impaired children assessed at the ages of four, 4half;and 5 ½years were converted to age-equivalent scores to compare the rates of development of children who recover from early language delay with those who have more persisting problems. On most measures, over the 18-month period all the children progressed by about 18 months. Thus although children with good and poor outcomes were distinguished in terms of initial level of performance, they did not differ in rate of progress. Speed on a peg-moving task was closely related to language performance. Children who had a good outcome after early language delay had significantly impaired scores at four years, but subsequently were indistinguishable from a control group. Quantitative but not qualitative differences in peg-moving performance were found for children with good and poor outcomes. No association was found between presumptive aetiological factors and language or pegboard performance. These findings are interpreted in terms of a theory which attributes specific language impairment to a maturational lag in neurological development.



ReSUMe

Alterations specifiques du langage liees a un retard de maturation: une evidence a partir des donnies longitudinales sur le langage et le developpement moteur



Des donnees longitudinales de tests de langage chez 87 enfants presentant des troubles du langage, appreciees aux ages de 4½ et 5½ ans ont ete converties en scores equivalents-âge pour comparer les taux de developpement d'enfants ayant corrige un retard de langage precoce et ceux qui presentaient des problemes plus durables. Dans la plupart des mesures, sur la periode de 18 mois, tous les enfants ont progresse d'environ 18 mois. Bien que les enfants avec devenir bon ou mediocre se distinguaient selon le niveau initial de performance, ils ne differaient pas en vitesse de progression. La vitesse a une tâche de deplacement de fiches etait etroitement reliee a la performance de langage. Les enfants avec un bon devenir apres un retard de langage precoce avaient des scores significativement alteres a quatre ans mais ne se distinguaient pas ulterieurement d'un groupe controle. Des differences quantitatives et non qualitatives dans les performances au deplacement de fiches ont ete trouvees chez les enfants avec devenir bon et mediocre. Ces donnees sont interpretes en terme d'une theorie qui attribue une alteration specifique du langage a un delai de maturation dans le developpement neurologique.



ZUSAMMENFASSUNG

Spezifische Sprachstorung als Ausdruck einer Reifungsverzogerung: Daten uber Langzeitbeobachtungen von Sprache und motorischer Entwicklung



Bei 87 sprachbehinderten Kindern wurden im Alter von vier, 4 ½ und 5½ Jahren Sprachtests durchgefuhrt und diese Daten wurden auf altersentsprechende Scores umgerechnet, urn die Entwicklungsraten der Kinder, die eine fruhe Sprachverzogerung uberwinden, mit denen zu vergleichen, die langerdauerde Probleme haben. In diesen 18 Monaten haben alle Kinder in den meisten Punkten schlielsich Fortschritte gemacht. Obwohl also die Kinder mit gutem wie mit schlechtem Outcome in Bezug auf den anfanglichen Leistungsstand zu unterscheiden waren, unterschieden sie sich nicht in der Fortschrittsrate. Die Geschwindigkeit bei Aufgaben, die die viso-motorische Koordination betreffen, stand in enger Relation zu den sprachlichen Leistungen. Kinder, die nach anfanglicher Sprachverzogerung einen guten Outcome hatten, hatten mit vier Jahren signifikant herabgesetzte Scores, waren aber im weiteren Verlauf von den Kontrollen nicht zu unterscheiden. Bei den Aufgaben, die die viso-motorische Koordination betreffen, fanden sich quantitative aber keine qualitativen Unterschiede bei Kindern mit guten wie mit schlechten Outcomes. Diese Befunde werden im Sinne einer Theorie interpretiert, die die spezifische Sprachstorung einer Reifungsverzogerung in der neurologischen Entwicklung zuordnet.



RESUMEN

Alteracion especifica del lenguaje como fallo madurativo: evidencia a partir de datos longitudinales sobre el lenguaje y el desarrollo motor



Los datos de un test longitudinal del lenguaje realizado en 87 niflos con alteracion del lenguaje, evaluados a la edad de cuatro, cuatro y medio y cinco anos y medio fueron convertidos en puntajes equivalentes de edad para comparar los porcentajes de desarrollo de niflos en fase de recuperacion de un retraso precoz del lenguaje, con los de aquellos que tienen problemas persistentes. En la mayoria de las mediciones, mas alia de los 18 meses todos los ninos progresaban alrededor de 18 meses. Asi a pesar de que los niflos con un curso rico o pobre se distinguian en terminos de niveies iniciales de realizacion, no difirieron en el porcentaje de progreso. La velocidad en una tarea movil estaba en intima relaci6n con la ejecucion del lenguaje. Los niflos que tenian un buen curso posterior despues de un retraso precoz del lenguaje, tenian unos puntajes significativamente afectados a los cuatro aflos, pero posteriormente no se distinguian del grupo control. Se hallaron diferencias cuantitativas pero no cualitativas en la ejecucion movil en ninos con curso posterior bueno o malo. Estos hallazgos se interpretan de acuerdo con una teoria que atribuye la alteracion especifica del lenguaje a un fallo madurativo en el desarrollo neurologico."
,Tue Jan 21 15:36:12 2020,"2016465473, 2035846038, 2005274577, 2184230429, 2026763889, 2538299743, 1990597524, 2069584151, 1997328047, 2109352893, 2122148443, 2091456956, 2106341525, 2522119927, 2078695450",2170893155,analyzing the development of individual differences in terms of matthew effects in reading results from a dutch longitudinal study,1998,"janwillem bast, pieter reitsma",developmental psychology,1,161,68,"The Matthew effect hypothesis provides a theoretical framework to describe the development of individual differences in reading ability. The model predicts an increase of individual differences in reading. Reciprocal relationships between reading and other factors seem to cause these increasing differences. This longitudinal study of 3 years was concerned with uncovering the existence and causes of increasing individual differences in reading in the early elementary grades. Data were analyzed within a structural equation modeling framework. The results clearly indicate increasing individual differences for word recognition skills. For reading comprehension, no such effects could be established for this limited time period. More important, some evidence for interactive relationships between reading and other cognitive skills, behaviors, and motivational factors, hypothesized to cause increasing differences between readers, was found. It is evident that not all children become proficient readers. How do individual differences in reading performance come into existence? For most children, reading development starts at school with formal education in Grade 1. However, the development of skills necessary to acquire reading skills starts well before the beginning of formal instruction in reading. Already before children enter school, large differences among them exist as a result of innate competencies and the quality and intensity of parental care invested in them (Walberg & Tsai, 1983). Taking initial differences between individuals as a starting point, the question is whether these differences remain stable or whether individuals converge or diverge in level of performance with further instruction in reading. Stability of individual differences, that is, a relative consistency of individual differences over age, has frequently been found in longitudinal studies of reading (Butler, Marsh, Sheppard, & Sheppard, 1985; Juel, 1994). However, this stability refers only to the rank ordering of participants within a certain population. The absolute performance difference between readers can increase or decline in the course of development as a result of interindividu al differences in intraindividu al change. Individual differences in reading ability do not seem to disappear with further development or to diminish over the years. Even among college students, large individual differences in their reading skills are still found (Perfetti, 1985). Thus, a decrease in variance with time is not to be expected. Instead of a decline,"
